movieId,title,genres
101292,Abendland (2011),Documentary
101294,Shanghai Calling (2012),Comedy|Drama|Romance
101296,I'm So Excited (Los amantes pasajeros) (2013),Comedy
101299,"Finger, The (Dedo, El) (2011)",Comedy
101301,"Frozen, The (2012)",Horror|Thriller
101303,Amber Lake (2011) ,Drama|Thriller
101305,Unspeakable Acts (1990) ,Drama
101307,Árido Movie (2005),Drama
101319,Operation Daybreak (1975),War
101322,"Crossing, The (2000)",Drama|War
101329,Shining Night: A Portrait of Composer Morten Lauridsen (2012),Documentary
101335,Stolen Seas (2012),Adventure|Crime|Documentary
101337,"Snow Creature, The (1954)",Horror
101339,Snowbeast (1977),Horror
101341,"Atomic States of America, The (2012)",Documentary
101350,Miss Farkku-Suomi (2012),Drama|Romance
101352,I Am Comic (2010),Documentary
101355,Outlaw of Gor (1988),Action|Fantasy|Sci-Fi
101360,"Call, The (2013)",Drama|Thriller
101362,Olympus Has Fallen (2013),Action|Thriller
101373,"Wayward Bus, The (1957)",Drama
101375,Where Are My Children? (1916),Drama
101379,InAPPropriate Comedy (2013),Comedy
101381,Gregory Crewdson: Brief Encounters (2012),Documentary|Drama
101383,Blood Games (1990) ,Action|Thriller
101388,"Colder Kind of Death, A (2001)",Crime|Drama|Mystery
101398,"Greater Promise, A (Iskateli Schastya) (1936)",Crime|Drama|Western
101400,Abraham Lincoln (1930),Drama|War
101402,Riders of the Purple Sage  (1996),Drama|Romance|Western
101405,Steep (2007),Documentary
101407,Laffghanistan: Comedy Down Range (2009),Comedy|Documentary|War
101409,Los Marziano (2011),Comedy|Drama
101413,My Brother the Devil (2012),Drama
101415,"First Time, The (2012)",Comedy|Drama|Romance
101423,Mezzo Forte (1998),Action|Animation|Comedy
101425,Company (2011),Drama|Musical
101428,Kill for Me (2013),Drama|Thriller
101431,"Christine Jorgensen Story, The (1970)",Drama
101433,Moving Out (1983),Drama
101439,"Inspectors, The (1998)",Crime|Mystery
101444,Big Bang in Tunguska (Das Rätsel von Tunguska) (2008),Documentary
101446,"Big Circus, The (1959)",Drama
101448,My Last Five Girlfriends (2009),Comedy
101450,"Kiss, The (1929)",Drama|Romance
101456,Trailer Park of Terror (2008),Horror|Thriller
101458,"Task, The (2011)",Horror
101466,2:22 (2008),Crime|Drama|Thriller
101468,"Cottage, The (2012)",Thriller
101470,Miguel and William (Miguel y William) (2007),Comedy|Romance
101472,"Brussels Business, The (2012)",Documentary|Thriller
101476,Big Girls Don't Cry... They Get Even (Stepkids) (1992),Comedy
101479,Curse of the Blair Witch (1999),Documentary|Horror|Thriller
101481,"Substitute, The (1993)",Drama|Thriller
101483,"Likeable Mister R, The (Simpaticul domn R) (1969)",Action|Crime|Thriller
101485,Upperworld (1934),Drama
101487,Storage (2009),Thriller
101498,In the House (2012),Comedy|Drama|Mystery|Thriller
101505,30 Beats (2012),Comedy|Romance
101508,"King Is Dead!, The (2012)",Comedy|Drama|Thriller
101510,Nazty Nuisance (1943),Action|Adventure|Comedy
101514,"Ungentlemanly Act, An (1992)",Action|Documentary|Drama|War
101525,"Place Beyond the Pines, The (2012)",Crime|Drama
101527,Into the White (Cross of Honour) (2012),Action|Drama|War
101529,"Brass Teapot, The (2012)",Comedy|Fantasy|Thriller
101531,Phil Spector (2013),Drama
101534,For the Love of a Dog (2008),Children
101536,Alabama Moon (2009),Adventure|Children|Drama
101538,Smitty (2012),Children|Drama
101577,"Host, The (2013)",Action|Adventure|Romance
101579,Ocean Heaven (2010) ,Drama
101581,Angel Dog (2011),Children|Drama
101583,"Best and the Brightest, The (2010)",Comedy
101585,Two Little Boys (2012),Comedy
101590,"Beautiful Life, A (2008)",Drama
101592,"Bird of the Air, A (Loop, The) (2011)",Drama|Romance
101595,"Breed Apart, A (1984)",Action|Drama
101597,"Bag of Hammers, A (2011)",Comedy|Drama
101599,"Good Doctor, The (2011)",Drama|Mystery|Thriller
101606,"Whale, The (2011)",Documentary
101612,Admission (2013),Comedy|Romance
101614,Riverworld (2010),Drama|Sci-Fi
101616,First Strike (1979),Documentary
101627,Confidential Agent (1945),Drama|Thriller
101629,"King - Jari Litmanen, The (Kuningas Litmanen) (2012)",Documentary
101632,18 Fingers of Death! (2006),Action|Comedy
101634,"Get2Gether, A (2005)",Comedy
101636,"Man Called Gannon, A (1968)",Western
101640,Don (2006),Action|Crime|Musical
101642,"Bunch Of Amateurs, A (2008)",Comedy
101646,Night Across the Street (La noche de enfrente) (2012),Drama
101648,"Flat, The (2011)",Documentary
101650,Patience (After Sebald) (2012),Documentary
101653,Magadheera (2009),Action|Adventure|Fantasy|Romance
101662,Three Way (2004),Crime|Drama|Thriller
101664,Hey Ram (2000),Drama
101666,"Night in Heaven, A (1983)",Drama|Romance
101670,'Twas the Night Before Christmas (1974),Animation|Children|Fantasy
101672,Dr. Dolittle 3 (2006),Children|Comedy|Fantasy
101674,Horror of the Zombies (1974),Horror
101678,Marvin Gaye: What's Going On (2005),Documentary
101680,Copper Mountain (1983),Comedy|Musical
101685,One Life (2011),Documentary
101687,Blue Caprice (2013),Crime|Drama
101689,Bad 25 (2012),Documentary
101692,Besa (Solemn Promise) (2009),Drama|Romance|War
101695,Hadersfild (Huddersfield) (2007),Drama
101703,Underground: The Julian Assange Story (2012),Drama
101706,Lush Life (1993),Drama|Musical
101708,009 Re: Cyborg (2012),Action|Animation|Sci-Fi
101710,Ace Attorney (Gyakuten saiban) (2012),Comedy|Crime|Drama
101713,On the Road to Emmaus (Emmauksen tiellä) (2001),Comedy|Drama|Musical
101715,Loaded (2008),Action|Crime|Drama|Thriller
101717,"Elusive Summer of '68, The (Varljivo leto '68) (1984)",Comedy|Drama|Romance
101719,Koi... Mil Gaya (2003),Action|Adventure|Fantasy|Sci-Fi
101726,Dinosaurus! (1960),Adventure|Comedy
101728,Miss Castaway and the Island Girls (2004),Adventure|Comedy|Fantasy
101730,Business as Usual (1988),Drama
101734,"Rough House, The (1917)",Comedy
101739,Evil Dead (2013),Horror
101741,Trance (2013),Crime|Thriller
101747,"War of the Gargantuas, The (Furankenshutain no kaijû: Sanda tai Gaira) (1968)",Horror|Sci-Fi
101749,"Machine That Kills Bad People, The (La Macchina Ammazzacattivi) (1952)",Comedy|Fantasy
101754,Chasing Beauty (2013),Documentary
101756,Killing Bono (2011),Comedy
101761,Welcome to the Punch (2013),Action|Adventure|Crime|Thriller
101763,My Awkward Sexual Adventure (2012),Comedy
101765,"Perfect Plan, A (Plan parfait, Un) (2012)",Adventure|Comedy|Romance
101767,"Familie, En (2010)",Drama
101770,Papadopoulos & Sons (2012),Comedy|Drama
101782,Better This World (2011),Documentary
101799,Americano (2005),Adventure|Comedy|Documentary
101801,"Skylab, Le (2011)",Comedy|Drama
101803,Putzel (2012),Comedy|Romance
101812,"Mountain, The (1956)",Adventure|Drama
101820,"Fighting Prince of Donegal, The (1966)",Action|Adventure
101823,Poor White Trash (2000),Comedy|Crime
101825,Year of the Jellyfish (L'année des méduses) (1984),Drama
101827,Don't Make Waves (1967),Comedy
101829,"King of Texas, The (2008)",Documentary
101833,About Face: Supermodels Then and Now (2012),Comedy|Documentary
101835,According to Spencer (2001),Comedy|Drama|Romance
101844,Hitler's Stealth Fighter (2009),Documentary
101846,One Lucky Elephant (2010),Documentary
101848,Racing Dreams (2009),Documentary
101850,Death on the Staircase (Soupçons) (2004),Crime|Documentary
101855,Shepard & Dark (2012),Documentary
101857,Teenage Paparazzo (2010),Documentary
101862,50 Children: The Rescue Mission of Mr. And Mrs. Kraus (2013),Documentary
101864,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX
101870,Nazis at the Center of the Earth (2012),Action|Adventure|Horror|Thriller
101872,"Fourth State, The (Die vierte Macht) (2012)",Thriller
101878,God's Puzzle (Kamisama no pazuru) (2008),Drama|Sci-Fi
101880,Siberian Education (Educazione siberiana) (2013),Drama
101884,Dark Tide (2012),Adventure|Drama|Thriller
101887,Bernice Bobs Her Hair (1976),Comedy|Drama
101891,Bones Brigade: An Autobiography (2012),Documentary
101893,To the Wonder (2013),Drama|Romance
101895,42 (2013),Drama
101897,"Prodigal Son, The (Tuhlaajapoika) (1992)",Thriller
101902,Ladybug Ladybug (1963) ,Drama
101904,Happy (2011),Documentary|Drama
101908,"Truth of Lie, The (Die Wahrheit der Lüge) (2011)",Drama|Thriller
101916,"Castle of Cloads, The (Pilvilinna) (1970)",Comedy|Drama
101918,Bhutto (2010),Documentary
101920,Black Rose Ascension (Kurobara shôten) (1975),Drama
101922,E Aí... Comeu? (2012),Comedy
101924,Undefeatable (1993),Action
101926,"Burning Bed, The (1984)",Drama
101935,"Lawless Street, A (Marshal of Medicine Bend) (1955)",Western
101938,Across the Wide Missouri (1951),Adventure|Romance|Western
101940,Seeking Asian Female (2012),Documentary
101942,Love Is All You Need (Den skaldede frisør) (2012),Comedy|Drama|Romance
101944,Downeast (2012),Documentary
101947,From the Sky Down (2011),Documentary
101952,Afghan Luke (2011),Drama
101954,Alex in Wonderland (1970),Comedy|Drama
101957,Carne de gallina (Chicken Skin) (2002),Comedy
101962,Wolf Children (Okami kodomo no ame to yuki) (2012),Animation|Fantasy
101964,Mugabe and the White African (2009),Documentary
101967,Battle in Outer Space (1959),Adventure|Sci-Fi
101969,Tesla: Master of Lightning (2000),Documentary
101971,Never Sleep Again: The Elm Street Legacy (2010),Documentary
101973,Disconnect (2012),Drama|Thriller
101975,iSteve (2013),Comedy
101979,All American Orgy (Cummings Farm) (2009),Comedy
101984,"Colors of the Mountain, The (Los colores de la montaña) (2010)",Drama
101986,"Eternal Return, The (L'éternel retour) (1943)",Drama|Romance
101989,Konga (1961),Horror|Sci-Fi
101991,"H-Man, The (Bijo to Ekitainingen) (1958)",Horror|Mystery|Sci-Fi|Thriller
101997,Scary Movie 5 (Scary MoVie) (2013),Comedy
101999,Last Cowboy Standing (Skavabölen pojat) (2009),Drama
102005,Like Someone In Love (2012),Drama
102007,"Invincible Iron Man, The (2007)",Animation
102009,Thor: Tales of Asgard (2011),Animation
102012,Before Your Eyes (Min Dit: The Children of Diyarbakir) (2009),Drama
102025,Yongary: Monster from the Deep (1967),Children|Horror|Sci-Fi
102028,To the Arctic (2012),Documentary|IMAX
102033,Pain & Gain (2013),Action|Comedy|Crime
102035,"Holding, The (2011)",Horror|Thriller
102037,Breaking Wind (2011),Comedy
102039,"Taming of the Shrew, The (1980)",Comedy
102047,"Bride Came C.O.D., The (1941)",Comedy|Romance
102049,Mexican Hayride (1948),Comedy
102051,Iron Man: Rise Of Technovore (2013),Animation
102058,Hulk Vs. (2009),Animation
102060,Planet Hulk (2010),Animation|Sci-Fi
102062,"Band Called Death, A (2012)",Documentary
102064,Home Run (2013),Drama
102066,Resolution (2012),Horror|Thriller
102070,Grabbers (2012),Comedy|Horror|Sci-Fi
102072,"Erased (Expatriate, The) (2012)",Action|Thriller
102078,Albino Farm (2009),Horror
102084,Justice League: Doom (2012) ,Action|Animation|Fantasy
102086,Living on One Dollar (2013),Adventure|Documentary|Drama
102088,"Grandmaster, The (Yi dai zong shi) (2013)",Action|Drama|IMAX
102090,"Magnetic Monster, The (1953)",Sci-Fi
102093,After Office Hours (1935),Comedy|Crime|Drama
102101,American Kickboxer (American Kickboxer 1) (1991),Action
102103,American Kickboxer 2 (American Kickboxer 2: To the Death) (1993),Action
102107,American Winter (2013),Documentary|Drama
102109,Polly of the Circus (1932),Comedy|Drama|Fantasy
102111,Going to Pieces: The Rise and Fall of the Slasher Film (2006),Documentary
102113,One-Eyed Monster (2008),Comedy|Horror|Sci-Fi
102115,Prinsessa Ruusunen (1949),Children|Fantasy|Romance
102119,Yesterday Was a Lie (2008),Drama|Film-Noir|Mystery|Romance|Sci-Fi
102121,Sofia's Last Ambulance (Poslednaka lineika na Sofia) (2012),Documentary
102123,This Is the End (2013),Action|Comedy
102125,Iron Man 3 (2013),Action|Sci-Fi|Thriller|IMAX
102127,Miss Austen Regrets (2008),Drama
102131,Valentino (1977),Drama
102138,"Black Camel, The (Charlie Chan in the Black Camel) (1931)",Crime|Drama|Horror|Mystery|Thriller
102152,Middle of Nowhere (2008),Comedy|Drama
102154,Superman Unbound (2013),Action|Adventure|Animation
102156,Zombies of the Stratosphere (1952),Adventure|Sci-Fi|Thriller
102158,Three Degrees Colder (3° kälter) (2005),Drama|Romance
102160,"Numbers Station, The (2013)",Action|Thriller
102165,"English Teacher, The (2013)",Comedy|Drama
102167,Standing Up (2013),Adventure|Children
102171,Late Autumn (Man-choo) (2010),Drama|Romance
102174,Day of the Falcon (2011),Adventure|Drama
102176,"Late Great Planet Earth, The (1979)",Documentary|Drama
102178,"Better Way to Die, A (2000)",Action|Thriller
102180,Casanova's Big Night (1954),Adventure|Comedy
102188,Tunnel Rats (1968 Tunnel Rats) (2008),Action|Drama|War
102190,"20,000 Leagues Under the Sea (1997)",Adventure|Romance|Sci-Fi
102194,Mud (2012),Adventure|Crime|Drama
102199,Chariots of the Gods (Erinnerungen an die Zukunft) (1970),Documentary
102201,"Human Tornado, The (1976)",Action|Comedy
102208,Aces 'N' Eights (2008),Action|Adventure|Drama|Romance|Western
102213,"Tenth Man, The (1988)",Drama|War
102217,Bill Hicks: Revelations (1993),Comedy
102219,Perils of the Sentimental Swordsman (1982),Action|Adventure|Fantasy
102221,War of the Shaolin Temple (Shao Lin shi san gun seng) (1980),Action|Adventure|War
102224,Majesteit (2010),Drama
102231,Dragon (Wu Xia) (2011),Action|Drama
102233,"Verlorene, Der (Lost One, The) (1951)",Crime|Drama|Thriller
102235,Manhunt (2013),Documentary|War
102242,Cheerful Weather for the Wedding (2012),Comedy|Drama
102245,Small Apartments (2012),Comedy|Crime|Drama
102248,Holy Flame of the Martial World (Wu lin sheng huo jin)(1983),Action|Adventure|Comedy|Fantasy
102250,"Web of Death, The (1976)",Action|Adventure|Fantasy|Horror
102252,Legendary Weapons of China (1982),Action|Adventure
102263,Ju-on: White Ghost (2009),Horror
102265,Ju-on: Black Ghost (2009),Horror
102267,Daniel Deronda (2002),Drama|Romance
102269,"South Shaolin Master, The (Nan quan wang) (1984)",Action|Adventure|Drama
102273,Cold Steel (1987),Action|Thriller
102275,"Afflicted, The (2010)",Horror|Thriller
102278,Pawn (2013),Crime|Thriller
102280,Manborg (2011),Action|Adventure|Comedy
102282,Bajo la Sal (Under the Salt) (2008),Mystery|Thriller
102284,"Henry IV, Part I (First Part of King Henry the Fourth, with the Life and Death of Henry Surnamed Hotspur, The) (1979)",Drama
102286,Family Weekend (2013),Comedy|Drama
102290,"Woman Who Wasn't There, The (2012)",Documentary
102294,"Scapegoat, The (2012)",Drama
102297,8:46 (2011),Drama
102299,Hungry for Change (2012),Documentary
102303,Hardboiled Egg (Ovosodo) (1997),Comedy|Drama
102305,"Henry IV, Part II (Second Part of King Henry the Fourth, including his death and the coronation of King Henry the Fifth, The) (1979)",Drama
102323,"Grin Without a Cat, A (Fond de l'air est rouge, Le) (1977)",Documentary
102325,Number Two (Numéro deux) (1975),Drama
102327,Empire (1964),Documentary
102332,American Bandits: Frank and Jesse James (2010),Western
102338,Shaolin Temple (Shao Lin si) (1976),Action|Adventure|Drama
102340,"Sentimental Swordsman, The (To ching chien ko wu ching chien) (1977)",Action|Adventure
102342,Descendant of the Sun (Ri jie) (1983),Action|Adventure|Fantasy|Sci-Fi
102352,"Three and Out (Deal Is a Deal, A) (2008)",Comedy|Drama
102354,About Cherry (2012),Drama
102356,Sushi Girl (2012),Crime|Mystery|Thriller
102360,Where the Road Meets the Sun (2011),Crime|Drama
102364,Airspeed (1999),Action|Adventure|Drama|Thriller
102367,Rich and Famous (Gong woo ching) (1987),Action|Crime|Drama
102369,"Arrested Development Documentary Project, The (2013)",Documentary
102371,"Awful Dr. Orlof, The (Gritos en la Noche) (1962)",Horror|Thriller
102373,"Tomorrow, the World! (1944)",Drama
102376,Enter the Phoenix (Da lao ai mei li) (2004),Action|Comedy
102378,Syrup (2013),Comedy|Drama
102388,"Candy Snatchers, The (1973)",Crime|Thriller
102390,Fortress 2 (2000),Action|Sci-Fi
102396,"Woman in the Fifth, The (Femme du Vème, La) (2011)",Drama|Mystery|Thriller
102399,Dangerous Corner (1934),Mystery
102403,"Intruder, The (1999)",Drama|Mystery|Romance|Thriller
102407,"Great Gatsby, The (2013)",Drama
102411,Hurt (2009),Drama|Horror|Thriller
102413,How Much Wood Would a Woodchuck Chuck (Beobachtungen zu einer neuen Sprache) (1976),Documentary
102415,Hyenas (Hyènes) (1992),Comedy|Drama
102417,Sicily! (Sicilia!) (1999),Drama
102419,Lesson Plan (2011) ,Documentary
102421,Seven Billiard Tables (Siete mesas de billar francés) (2007),Drama
102425,Lady Terminator (Pembalasan ratu pantai selatan) (1989),Action|Adventure|Horror|Sci-Fi|Thriller
102429,"Little Thief, The (La petite voleuse) (1988)",Crime|Drama|Romance
102432,"Blueprint for Murder, A (1953)",Film-Noir|Mystery|Thriller
102434,"Huey P. Newton Story, A (2001)",Documentary
102436,"Affair of the Heart, An (2012)",Documentary
102443,My Sucky Teen Romance (2011),Comedy
102445,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX
102447,Sweet Home (1989),Horror
102450,"Last Chance: Diary of Comedians, The (Bokutachi no koukan nikki) (2013)",Comedy|Drama
102459,Andrew Dice Clay: Indestructible (2012),Comedy
102463,Foreverland (2011),Drama
102469,Wish You Were Here (2012),Drama|Mystery
102477,Tales of Vesperia: The First Strike (Teiruzu obu vesuperia: The first strike) (2009),Animation
102479,Reincarnated (2012),Adventure|Documentary
102481,"Internship, The (2013)",Comedy
102483,Bliss (Mutluluk) (2007),Drama
102485,La Soufrière - Warten auf eine unausweichliche Katastrophe (1977),Documentary
102487,"Man with a Cloak, The (1951)",Drama|Thriller
102495,Spine Tingler!  The William Castle Story (2007),Documentary
102497,Last Stand At Saber River (1997),Western
102499,"Flaying, The (El Bosque de los Sometidos) (2012)",Fantasy|Horror|Thriller
102509,"Secret Six, The (1931)",Crime
102514,"Corsican File, The (L'enquête corse) (2004)",Action|Comedy|Crime
102517,Zatoichi Meets Yojimbo (Zatôichi to Yôjinbô) (Zatôichi 20) (1970),Action|Adventure|Drama
102521,Deep in the Valley (American Hot Babes) (2009),Comedy
102523,To Be King (Koning van Katoren) (2012),Adventure
102526,Tokyo Trial (Tokyo saiban) (1983),Documentary
102529,"Harvest: 3,000 Years (Mirt Sost Shi Amit) (1976)",Drama
102533,My Fake  Fiance (2009),Comedy|Romance
102535,Sissi: The Young Empress (Sissi - Die Junge Kaiserin) (1956),Drama
102541,As You Like It (1978),Comedy
102544,Below the Belt (1980),Action|Comedy|Drama
102553,"Aries Spears: Hollywood, Look I'm Smiling (2011)",Comedy
102557,Kiss of the Damned (2012),Horror|Romance|Thriller
102588,Stories We Tell (2012),Documentary
102590,Darkon (2006),Documentary|Fantasy
102596,180° South (180 Degrees South) (180° South: Conquerors of the Useless) (2010),Documentary|Drama
102598,After Alice (Eye of the Killer) (2000),Crime|Drama|Mystery|Thriller
102602,Mimino (1977),Comedy
102604,"Jeffrey Dahmer Files, The (2012)",Crime|Documentary
102660,Cycling with Moliere (Alceste à bicyclette) (2013),Comedy|Drama
102662,Company of Heroes (2013),Action|War
102664,Three Smart Girls Grow Up (1939),Comedy|Musical|Romance
102666,Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) (1973),Adventure|Comedy
102672,New York: A Documentary Film (1999),Documentary
102675,"Dead Man and Being Happy, The (El muerto y ser feliz) (2012)",Drama
102677,"Players, The (Les infidèles) (2012)",Comedy
102682,Livid (Livide) (2011),Fantasy|Horror
102684,Only God Forgives (2013),Drama|Thriller
102686,"Hangover Part III, The (2013)",Comedy
102688,Garbo the Spy (Garbo: El espía) (2009),Documentary|War
102716,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",Action|Crime|Thriller|IMAX
102720,Epic (2013),Adventure|Animation|Fantasy
102735,Captain America (1979),Action|Drama
102739,"Four Seasons (Seasons, The) (Vremena goda) (1975)",Documentary
102742,Tie Xi Qu: West of the Tracks (Tiexi qu) (2003),Documentary
102747,"Rink, The (1916)",Comedy
102749,Captain America II: Death Too Soon (1979),Action|Crime
102751,Bastards of the Party (2005),Documentary
102753,"Past, The (Le passé) (2013)",Drama|Mystery|Romance
102758,Lathe of Heaven (2002),Sci-Fi
102760,Down Terrace (2009),Comedy|Crime|Drama
102762,My Wrongs 8245-8249 and 117 (2002),Comedy|Drama
102765,Bush Mama (1979),Drama
102777,"Surrender, Dorothy (2006)",Drama
102779,"Twonky, The (1953)",Comedy|Sci-Fi
102781,"Merchant of Venice, The (1980)",Comedy|Drama
102783,"Loss of a Teardrop Diamond, The (2008)",Drama
102792,"Broken Circle Breakdown, The (2012)",Drama
102794,After School Midnighters (Hôkago middonaitâzu) (2012),Action|Animation|Children|Comedy|Fantasy
102796,Life Back Then (Antoki no inochi) (2011),Drama|Romance
102798,"Devil's Carnival, The (2012)",Horror|Musical
102800,Frances Ha (2012),Comedy|Drama
102802,"Lords of Salem, The (2012)",Horror|Thriller
102804,Up Periscope (1959),Action|Drama|War
102807,Alive and Ticking (Ein Tick anders) (2011),Comedy|Drama
102817,Cell Count (2012),Horror|Sci-Fi
102819,Behind the Candelabra (2013),Drama
102821,India: Matri Bhumi (1959),Documentary|Drama
102823,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),Documentary
102826,"Parade, The (Parada) (2011)",Comedy|Drama
102828,L.A. Zombie (2010),Horror
102830,Firecracker (2005),Crime|Drama|Mystery
102841,At the River I Stand (1993),Documentary
102843,Attack of the 5 Ft. 2 Women (National Lampoon's Attack of the 5 Ft 2 Woman) (1994),Comedy
102848,Armageddon 2012 (2012),Sci-Fi
102850,Finding a Family (2011),Drama
102852,With Great Power: The Stan Lee Story (2012),Documentary
102854,Aftershock (2012),Horror|Thriller
102856,3096 Days (2013),Drama
102858,Tavarataivas (2013),Documentary
102860,Hilton! (2013),Documentary
102862,"Human Scale, The (2012)",Documentary
102868,Privilege (1967),Drama|Musical
102870,Little Girl (La pivellina) (2009),Drama
102874,"Last Elvis, The (Último Elvis, El) (2012)",Drama
102876,Last Days Here (2011),Documentary
102880,After Earth (2013),Action|Adventure|Sci-Fi|IMAX
102882,Dream Demon (1988),Horror
102895,Fairhaven (2012),Drama
102897,Derek (2008),Documentary
102899,Sharon's Baby (1975),Horror
102901,In the Park (1915),Comedy
102903,Now You See Me (2013),Crime|Mystery|Thriller
102905,Lovelace (2013),Drama
102908,"Dangerous Place, A (2012)",Thriller
102910,Modify (2005) ,Documentary
102912,Hiroshima (2005) ,Documentary
102917,War Made Easy: How Presidents & Pundits Keep Spinning Us to Death (2007),Documentary|War
102920,Dark Circles (2013) ,Horror
102922,Assault on Wall Street (2013) ,Drama|Thriller
102924,Interview with a Hitman (2012),Action|Thriller
102941,Special Forces (Forces spéciales) (2011),Action|Drama|War
102943,Feeding Frenzy (2010),Comedy|Horror
102949,Age of Heroes (2011),Action|Adventure|Drama|Thriller|War
102951,All In: The Poker Movie (2009),Documentary
102953,Nice Guy Johnny (2010),Comedy|Romance
102956,Take Me Home (2011),Comedy|Romance
102961,"Ideal Husband, An (1947)",Comedy
102963,Any Wednesday (Bachelor Girl Apartment) (1966),Comedy
102965,Attack on the Iron Coast (1968),Action|Drama|War
102967,"Combat dans L'Ile, Le (Fire and Ice) (1962)",Drama
102969,"Era of Vampires, The (2003)",Action|Horror
102972,"East, West, East: The Final Sprint (2009)",Comedy|Drama
102974,Somebody Up There Likes Me (2012),Comedy|Drama|Romance
102976,Dances Sacred and Profane (1985),Documentary
102978,Mary and Martha (2013),Drama
102980,Opera Jawa (2006),Musical
102984,Inhuman Resources (Redd Inc.) (2012),Horror|Thriller
102986,Rapado (1992),Drama
102989,"Color of Friendship, The (2000)",Comedy|Drama
102991,Berberian Sound Studio (2012),Drama|Horror|Thriller
102993,"Way, Way Back, The (2013)",Comedy|Drama
102995,Foxfire (2012),Drama
102997,Vasermil (2007),Drama
103003,Whole (2003),Documentary
103006,Penthouse (1933),Comedy|Crime|Drama
103008,Come Out and Play (2012),Horror
103010,Just Like Brothers (Comme des frères) (2012),Comedy|Drama|Romance
103017,The Body (2012),Mystery|Thriller
103022,Eu Não Quero Voltar Sozinho (I Don't Want to Go Back Alone) (2010),Drama|Romance
103027,Much Ado About Nothing (2012),Comedy|Drama|Romance
103030,Any Day Now (2012),Drama
103032,They Call Us Misfits (Dom kallar oss mods) (1968),Documentary
103036,No and Me (No et moi) (2010),Drama
103040,His New Profession (1914),Comedy
103042,Man of Steel (2013),Action|Adventure|Fantasy|Sci-Fi|IMAX
103044,Shanghaied (1915),Comedy
103048,"Kings of Summer, The (2013)",Comedy
103050,Pyaar Ka Punchnama (2011),Comedy|Drama|Romance
103052,London Paris New York (2012),Romance
103055,"Big Wedding, The (2013)",Comedy
103057,Still Mine (2012),Drama
103059,Hannah Arendt (2012),Drama
103064,"Otra Familia, La (2011)",Drama
103066,"Birders: The Central Park Effect (Central Park Effect, The) (2012)",Documentary
103068,41 (2012),Documentary
103071,Bakhita (2009),Drama
103075,"Purge, The (2013)",Crime|Horror|Thriller
103078,"Neighbor, The (1993)",Horror|Thriller
103081,God Bless Ozzy Osbourne (2011),Documentary
103083,"Reluctant Fundamentalist, The (2012)",Drama
103085,Rapture-Palooza (2013),Comedy|Fantasy
103087,Landet som icke är (1977),Drama
103089,100 Years of Evil (2010),Adventure|Comedy|Documentary
103091,Speed: In Search of Lost Time (Speed - Auf der Suche nach der verlorenen Zeit) (2012),Documentary
103101,Après lui (2007),Drama
103103,"Witches, The (aka Devil's Own, The) (1966)",Horror
103105,Tetsuo III: The Bullet Man (2009),Action|Horror|Sci-Fi
103107,20 Feet from Stardom (Twenty Feet from Stardom) (2013),Documentary
103112,Perfumed Nightmare (1977),Comedy|Drama
103114,Far Out Man (1990),Comedy
103116,Out Late (2008) ,Documentary
103118,Bad Blood: A Cautionary Tale (2010) ,Documentary
103120,Beverly Hills Chihuahua 3 (2012),Adventure|Children|Comedy
103130,AM1200 (2008),Horror
103132,"Executioner, The (1970)",Drama|Thriller
103135,Looking for Palladin (2008),Comedy
103137,"Bling Ring, The (2013)",Crime|Drama
103139,"Mugger, The (El asaltante) (2007)",Drama
103141,Monsters University (2013),Adventure|Animation|Comedy
103143,Donos de Portugal (2012),Documentary
103150,Hammer of the Gods (2013),Action
103164,"Beginner's Guide to Endings, A (2010)",Comedy|Drama
103166,"War You Don't See, The (2010)",Documentary
103171,Schlussmacher (2013),Comedy
103175,From the East (D'Est) (1993),Documentary
103177,Ill-Fated Love (Doomed Love) (Amor de Perdição) (1979),Drama|Romance
103182,Julius Caesar (1979),Drama
103186,Wedding Trough (Vase de noces) (1975),Horror|Romance
103190,Oblivion Island: Haruka and the Magic Mirror (Hottarake no shima - Haruka to maho no kagami) (2009),Adventure|Animation|Fantasy
103203,Eden (2012),Crime|Drama
103206,Days of Grace (Días de gracia) (2011) ,Thriller
103208,"Place at the Table, A (2012)",Documentary
103210,Fullmetal Alchemist: The Sacred Star of Milos (2011),Action|Adventure|Animation
103212,American Idiots (2013),Comedy|Romance
103219,Maniac (2012),Horror|Thriller
103221,Not Suitable for Children (2012),Comedy|Romance
103224,"Lesser Blessed, The (2012)",Drama
103226,"Common Man, A (2012)",Action|Thriller
103228,Pacific Rim (2013),Action|Adventure|Sci-Fi|IMAX
103233,LEGO Batman: The Movie - DC Heroes Unite (2013),Action|Adventure|Animation
103235,"Best Offer, The (Migliore offerta, La) (2013)",Thriller
103237,Sassy Pants (2012),Comedy|Drama
103249,World War Z (2013),Action|Drama|Horror|IMAX
103253,Elysium (2013),Action|Drama|Sci-Fi|IMAX
103255,Dirty Wars (2013),Documentary|War
